,node,degree
0,8265731,0.001999333555481506
1,77561863,0.00866377874041986
2,248012808,0.0
3,177520651,0.0003332222592469177
4,166297612,0.016661112962345886
5,13721613,0.0013328890369876708
6,28917776,0.0003332222592469177
7,4104209,0.0016661112962345886
8,819228,0.0006664445184938354
9,153305119,0.0
10,8172838,0.0003332222592469177
11,1679396,0.0
12,225075312,0.0026657780739753416
13,358146090,0.0003332222592469177
14,377856044,0.0003332222592469177
15,88956978,0.0
16,416579635,0.000999666777740753
17,15753269,0.001999333555481506
18,215900217,0.0003332222592469177
19,15081530,0.0
20,277749821,0.0
21,263782465,0.003998667110963012
22,61489220,0.022659113628790403
23,84394054,0.006664445184938354
24,17621065,0.002332555814728424
25,6758474,0.0
26,230932555,0.0013328890369876708
27,1605717,0.0
28,3047513,0.0006664445184938354
29,8912990,0.0
30,457670757,0.0
31,231727206,0.0
32,288743528,0.0
33,147561,0.0003332222592469177
34,329662573,0.0003332222592469177
35,144212080,0.0006664445184938354
36,76882035,0.0
37,124944506,0.0
38,2621569,0.0006664445184938354
39,99123331,0.0
40,77422724,0.00433188937020993
41,143040646,0.0003332222592469177
42,253485196,0.0
43,5824658,0.0006664445184938354
44,216055957,0.0
45,13451415,0.0
46,372349636,0.0
47,13885595,0.002332555814728424
48,133857437,0.0
49,183869604,0.0006664445184938354
50,251947718,0.0003332222592469177
51,13074599,0.0
52,282905287,0.0
53,253853869,0.0
54,112091312,0.000999666777740753
55,70820019,0.0003332222592469177
56,148095162,0.0
57,64667837,0.007330889703432189
58,100106430,0.002999000333222259
59,457270646,0.0
60,9494730,0.002999000333222259
61,9404626,0.001999333555481506
62,213680339,0.0
63,152461524,0.0
64,622806,0.0003332222592469177
65,80610681,0.0
66,17907748,0.0003332222592469177
67,151601373,0.014995001666111297
68,96878819,0.00866377874041986
69,102310119,0.0
70,21889259,0.0
71,96076012,0.0003332222592469177
72,46719215,0.001999333555481506
73,118497523,0.0
74,60178678,0.016661112962345886
75,243949819,0.0
76,934141,0.004998333888703766
77,1163518,0.0006664445184938354
78,10592513,0.0003332222592469177
79,378519819,0.0
80,235512078,0.0006664445184938354
81,5759249,0.0
82,135237678,0.0
